gbifID,occurrenceID,kingdom,phylum,class,order,family,genus,species,taxonRank,scientificName,countryCode,locality,stateProvince,occurrenceStatus,individualCount,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,eventDate,day,month,year,taxonKey,speciesKey,basisOfRecord,institutionCode,collectionCode,catalogNumber,identifiedBy,dateIdentified,license,rightsHolder,recordedBy,lastInterpreted,mediaType,issue
5897611691,https://www.inaturalist.org/observations/326323972,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Nephila,Nephila pilipes,SPECIES,"Nephila pilipes (Fabricius, 1793)",IN,,Maharashtra,PRESENT,,17.727912,73.694448,122.0,2023-11-19,19,11,2023,2149490.0,2149490.0,HUMAN_OBSERVATION,iNaturalist,Observations,326323972,SUBHASHGHULE,2025-11-13T13:16:54,CC0_1_0,SUBHASHGHULE,SUBHASHGHULE,2026-02-23T22:49:26.697Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
5897278726,https://www.inaturalist.org/observations/326321390,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Nephila,Nephila pilipes,SPECIES,"Nephila pilipes (Fabricius, 1793)",IN,,Maharashtra,PRESENT,,17.727912,73.694448,122.0,2023-11-18,18,11,2023,2149490.0,2149490.0,HUMAN_OBSERVATION,iNaturalist,Observations,326321390,SUBHASHGHULE,2025-11-13T12:38:56,CC0_1_0,SUBHASHGHULE,SUBHASHGHULE,2026-02-24T01:07:30.930Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
5892550865,https://www.inaturalist.org/observations/274680407,Animalia,Chordata,Testudines,,Trionychidae,Lissemys,Lissemys punctata,SPECIES,"Lissemys punctata (Bonnaterre, 1789)",IN,,Maharashtra,PRESENT,,17.60532,73.493339,221.0,2025-04-27,27,4,2025,2442758.0,2442758.0,HUMAN_OBSERVATION,iNaturalist,Observations,274680407,Balázs Farkas,2025-04-28T06:54:41,CC_BY_NC_4_0,Aditya Satpute,Aditya Satpute,2026-02-24T00:56:14.564Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
5868396363,https://www.inaturalist.org/observations/322001084,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,Bos frontalis,SPECIES,"Bos gaurus C.H.Smith, 1827",IN,,Maharashtra,PRESENT,,17.469797,73.787588,30732.0,2025-10-18,18,10,2025,2441026.0,2441025.0,HUMAN_OBSERVATION,iNaturalist,Observations,322001084,Dhruva Punde,2025-10-20T06:00:39,CC_BY_NC_4_0,Dhruva Punde,Dhruva Punde,2026-02-24T00:00:07.555Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
5868377022,https://www.inaturalist.org/observations/322001091,Animalia,Chordata,Amphibia,Anura,Dicroglossidae,Hoplobatrachus,Hoplobatrachus tigerinus,SPECIES,"Hoplobatrachus tigerinus (Daudin, 1802)",IN,,Maharashtra,PRESENT,,17.387723,73.655908,31.0,2025-10-18,18,10,2025,2430380.0,2430380.0,HUMAN_OBSERVATION,iNaturalist,Observations,322001091,Dhruva Punde,2025-10-20T06:00:42,CC_BY_NC_4_0,Dhruva Punde,Dhruva Punde,2026-02-24T00:25:15.769Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
5868360752,https://www.inaturalist.org/observations/322001090,Animalia,Chordata,Squamata,,Colubridae,Ahaetulla,Ahaetulla borealis,SPECIES,"Ahaetulla borealis Mallik, Srikanthan, Pal, D'Souza, Shanker & Ganesh, 2020",IN,,Maharashtra,PRESENT,,17.392901,73.64801,31.0,2025-10-18,18,10,2025,10893621.0,10893621.0,HUMAN_OBSERVATION,iNaturalist,Observations,322001090,Dhruva Punde,2025-10-20T06:00:41,CC_BY_NC_4_0,Dhruva Punde,Dhruva Punde,2026-02-24T00:25:13.222Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
5868301715,https://www.inaturalist.org/observations/322001041,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera pardus,SUBSPECIES,"Panthera pardus fusca (Meyer, 1794)",IN,,Maharashtra,PRESENT,,17.564226,73.61037,30732.0,2025-10-17,17,10,2025,5219442.0,5219436.0,HUMAN_OBSERVATION,iNaturalist,Observations,322001041,Dhruva Punde,2025-10-20T06:00:29,CC_BY_NC_4_0,Dhruva Punde,Dhruva Punde,2026-02-24T00:00:08.081Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
5868289931,https://www.inaturalist.org/observations/322001036,Animalia,Chordata,Mammalia,Artiodactyla,Tragulidae,Moschiola,Moschiola indica,SPECIES,"Moschiola indica (Gray, 1852)",IN,,Maharashtra,PRESENT,,17.562413,73.661767,30732.0,2025-10-17,17,10,2025,5787125.0,5787125.0,HUMAN_OBSERVATION,iNaturalist,Observations,322001036,Dhruva Punde,2025-10-20T06:00:27,CC_BY_NC_4_0,Dhruva Punde,Dhruva Punde,2026-02-24T00:00:12.755Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
5868198587,https://www.inaturalist.org/observations/322001066,Animalia,Chordata,Squamata,,Colubridae,Coelognathus,Coelognathus helena,SUBSPECIES,"Coelognathus helena monticollaris (Schulz, 1992)",IN,,Maharashtra,PRESENT,,17.376759,73.725644,8.0,2025-10-18,18,10,2025,9331393.0,5224312.0,HUMAN_OBSERVATION,iNaturalist,Observations,322001066,Dhruva Punde,2025-10-20T06:00:35,CC_BY_NC_4_0,Dhruva Punde,Dhruva Punde,2026-02-24T00:00:09.181Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
5868143442,https://www.inaturalist.org/observations/322001035,Animalia,Chordata,Squamata,,Viperidae,Craspedocephalus,Craspedocephalus gramineus,SPECIES,"Craspedocephalus gramineus (Shaw, 1802)",IN,,Maharashtra,PRESENT,,17.444378,73.712797,15.0,2025-10-17,17,10,2025,8425029.0,8425029.0,HUMAN_OBSERVATION,iNaturalist,Observations,322001035,Dhruva Punde,2025-10-20T06:00:27,CC_BY_NC_4_0,Dhruva Punde,Dhruva Punde,2026-02-23T22:48:43.679Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
5868128924,https://www.inaturalist.org/observations/322001038,Animalia,Chordata,Squamata,,Colubridae,Ahaetulla,Ahaetulla borealis,SPECIES,"Ahaetulla borealis Mallik, Srikanthan, Pal, D'Souza, Shanker & Ganesh, 2020",IN,,Maharashtra,PRESENT,,17.444248,73.712508,15.0,2025-10-17,17,10,2025,10893621.0,10893621.0,HUMAN_OBSERVATION,iNaturalist,Observations,322001038,Dhruva Punde,2025-10-20T06:00:28,CC_BY_NC_4_0,Dhruva Punde,Dhruva Punde,2026-02-23T22:48:42.318Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
5868055538,https://www.inaturalist.org/observations/289436578,Animalia,Chordata,Amphibia,Anura,Dicroglossidae,Hoplobatrachus,Hoplobatrachus tigerinus,SPECIES,"Hoplobatrachus tigerinus (Daudin, 1802)",IN,,Maharashtra,PRESENT,,17.352718,73.771507,,2025-06-14,14,6,2025,2430380.0,2430380.0,HUMAN_OBSERVATION,iNaturalist,Observations,289436578,Jayant M Deshpande,2025-06-14T04:03:29,CC_BY_NC_4_0,Jayant M Deshpande,Jayant M Deshpande,2026-02-23T23:52:21.310Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
5868019318,https://www.inaturalist.org/observations/322001058,Animalia,Chordata,Squamata,,Uropeltidae,Uropeltis,Uropeltis macrolepis,SUBSPECIES,"Uropeltis macrolepis mahableshwarensis Chari, 1955",IN,,Maharashtra,PRESENT,,17.368993,73.691905,4.0,2025-10-18,18,10,2025,6159005.0,9212284.0,HUMAN_OBSERVATION,iNaturalist,Observations,322001058,Dhruva Punde,2025-10-20T06:00:33,CC_BY_NC_4_0,Dhruva Punde,Dhruva Punde,2026-02-24T00:00:09.743Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
5867887249,https://www.inaturalist.org/observations/322001065,Animalia,Chordata,Amphibia,Anura,Bufonidae,Duttaphrynus,Duttaphrynus melanostictus,SPECIES,"Duttaphrynus melanostictus (Schneider, 1799)",IN,,Maharashtra,PRESENT,,17.370758,73.698144,15.0,2025-10-18,18,10,2025,2422538.0,2422538.0,HUMAN_OBSERVATION,iNaturalist,Observations,322001065,Dhruva Punde,2025-10-20T06:00:35,CC_BY_NC_4_0,Dhruva Punde,Dhruva Punde,2026-02-24T00:00:10.954Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
5867752843,https://www.inaturalist.org/observations/322001045,Animalia,Annelida,Clitellata,Arhynchobdellida,Haemadipsidae,Haemadipsa,Haemadipsa zeylanica,SPECIES,"Haemadipsa zeylanica (Moquin-Tandon, 1827)",IN,,Maharashtra,PRESENT,,17.37176,73.698523,15.0,2025-10-18,18,10,2025,8997397.0,8997397.0,HUMAN_OBSERVATION,iNaturalist,Observations,322001045,Deepak Deshpande,2025-11-02T11:24:51,CC_BY_NC_4_0,Dhruva Punde,Dhruva Punde,2026-02-24T00:00:10.291Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND;TAXON_MATCH_HIGHERRANK
5863818572,GBAAX14379-24,Animalia,Chordata,,Cypriniformes,,,,UNRANKED,BOLD:ADX0113,IN,,,PRESENT,,17.693,73.511,,2021-10-13,13,10,2021,10829509.0,,MATERIAL_SAMPLE,"Mined from GenBank, NCBI",,,,,CC_BY_4_0,,,2026-02-17T15:41:34.305Z,,GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_NONE;TAXON_ID_NOT_FOUND;TAXON_CONCEPT_ID_NOT_FOUND
5838275077,https://www.inaturalist.org/observations/317699695,Animalia,Chordata,Mammalia,Rodentia,Hystricidae,Hystrix,Hystrix indica,SPECIES,"Hystrix indica Kerr, 1792",IN,,Maharashtra,PRESENT,,17.694492,73.839008,,2025-09-18,18,9,2025,5219884.0,5219884.0,HUMAN_OBSERVATION,iNaturalist,Observations,317699695,Sidharth S Kumar,2025-09-30T04:47:28,CC_BY_NC_4_0,Sidharth S Kumar,Sidharth S Kumar,2026-02-23T23:59:07.659Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
5837650385,https://www.inaturalist.org/observations/316259206,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,Macaca radiata,SPECIES,"Macaca radiata (É.Geoffroy Saint-Hilaire, 1812)",IN,,Maharashtra,PRESENT,,17.596889,73.848617,4.0,2025-09-20,20,9,2025,2436612.0,2436612.0,HUMAN_OBSERVATION,iNaturalist,Observations,316259206,Anil Kumar Verma,2025-09-24T11:05:31,CC_BY_NC_4_0,Anil Kumar Verma,Anil Kumar Verma,2026-02-23T23:58:49.513Z,StillImage,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
5830916508,https://www.inaturalist.org/observations/140049862,Animalia,Mollusca,Gastropoda,Stylommatophora,Camaenidae,Chloritis,Chloritis propinqua,SPECIES,"Chloritis propinqua (L.Pfeiffer, 1857)",IN,,Maharashtra,PRESENT,,17.588021,73.82437,4151.0,2016-07-27,27,7,2016,10398886.0,10398886.0,HUMAN_OBSERVATION,iNaturalist,Observations,140049862,Boson,2025-09-22T17:46:34,CC_BY_NC_4_0,Christian Langner,Christian Langner,2026-02-23T22:20:44.069Z,,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
5828350257,https://www.inaturalist.org/observations/146117332,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Semnopithecus,Semnopithecus hypoleucos,SPECIES,"Semnopithecus hypoleucos Blyth, 1841",IN,,Maharashtra,PRESENT,,17.394843,73.743305,,2022-12-13,13,12,2022,4267224.0,4267224.0,HUMAN_OBSERVATION,iNaturalist,Observations,146117332,Michele Chiacchio,2023-12-16T17:00:13,CC_BY_NC_4_0,Amaël Borzée,Amaël Borzée,2026-02-23T22:14:06.174Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
5827488913,https://www.inaturalist.org/observations/56301449,Animalia,Arthropoda,Arachnida,Araneae,Thomisidae,Thomisus,,GENUS,"Thomisus Walckenaer, 1805",IN,,Maharashtra,PRESENT,,17.720831,73.823716,993.0,2013-09-22,22,9,2013,2166053.0,,HUMAN_OBSERVATION,iNaturalist,Observations,56301449,Prasanna Parab,2020-08-18T14:39:56,CC_BY_NC_4_0,Kedar,Kedar,2026-02-24T00:13:47.179Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
5827479907,https://www.inaturalist.org/observations/311223212,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Semnopithecus,Semnopithecus hypoleucos,SPECIES,"Semnopithecus hypoleucos Blyth, 1841",IN,,Maharashtra,PRESENT,,17.450779,73.707796,312.0,2025-03-23,23,3,2025,4267224.0,4267224.0,HUMAN_OBSERVATION,iNaturalist,Observations,311223212,shamikpwildlife,2025-09-03T11:16:56,CC_BY_NC_4_0,shamikpwildlife,shamikpwildlife,2026-02-24T01:04:38.251Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
5761201740,https://www.inaturalist.org/observations/311104894,Animalia,Chordata,Squamata,,Colubridae,Fowlea,Fowlea piscator,SPECIES,"Fowlea piscator (Schneider, 1799)",IN,,Maharashtra,PRESENT,,17.450779,73.707796,312.0,2020-08-08,8,8,2020,2454880.0,2454880.0,HUMAN_OBSERVATION,iNaturalist,Observations,311104894,Chandramani Jadhav,2025-09-02T20:27:23,CC_BY_NC_4_0,Chandramani Jadhav,Chandramani Jadhav,2026-02-23T23:57:40.751Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
5760978396,https://www.inaturalist.org/observations/311104154,Animalia,Chordata,Squamata,,Colubridae,,,FAMILY,Colubridae,IN,,Maharashtra,PRESENT,,17.450779,73.707796,312.0,2020-08-20,20,8,2020,6172.0,,HUMAN_OBSERVATION,iNaturalist,Observations,311104154,Karthik,2025-09-03T06:06:25,CC_BY_NC_4_0,Chandramani Jadhav,Chandramani Jadhav,2026-02-23T23:57:39.706Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND;TAXON_MATCH_HIGHERRANK
